"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,-8.675317044,0.423932097,7.075982806,-17.45137527,0,0,5.114279433,0,-13.58239014,0,22.8306176,0,-15.00928456,0,8.12048649,14.67630666,0,0,0,11.56023639,-1.786734332,3.182154667,0.827023538,10.3250317,-7.16867818,0,0,-7.018474235,0,-11.36179266,6.169627433,-51.98862044,0,0,0,-20.67751276,-0.408307311
"2",-8.675317044,0,-11.19139976,27.42592944,-21.03920298,8.811154414,-32.21629252,-15.68714113,13.77188139,-9.285286251,0.832933291,-1.402435654,23.68977919,-17.08015794,0.87534742,-5.002761062,7.759364905,-16.56767209,-12.04264842,14.95126128,8.650987594,-17.20156062,-18.81288319,-13.82285845,-1.645029592,-18.40894358,-16.11918667,8.832691683,5.092827093,-12.24364896,-4.469226553,-1.391696834,-48.17928606,-3.791271445,-50.84000559,-18.10633388,1.71244427,-32.47762672
"3",0.423932097,-11.19139976,0,19.34973868,-11.21496757,-5.660102576,0.069081844,-23.97165911,17.63887298,-14.95849747,8.457497453,6.080419516,3.751568442,-12.46712116,14.35605784,7.160703519,-12.03149739,-17.07499512,-13.97769032,13.62125404,3.422621288,-8.860479122,11.72948608,-7.277957235,9.925604696,-3.429415478,-6.539459225,15.91445562,-5.428871101,16.55958879,-15.88240417,-6.11319733,-58.15455341,14.96885996,-4.531192056,-16.44969908,-20.67853655,36.01811775
"4",7.075982806,27.42592944,19.34973868,0,19.3240243,5.368147525,16.96621247,21.54838325,27.96995608,13.90304744,19.2790194,52.1263634,37.20808625,8.741861178,15.51547383,30.20053617,41.23943802,15.92412352,-6.989471757,23.37956611,36.75358024,20.42706669,13.61621493,15.76353317,63.90878282,12.9687051,-2.429190134,24.23366264,54.7557835,23.48443944,-9.530870525,15.497119,7.930772516,23.2342723,19.86156253,34.158294,2.554843243,12.86505204
"5",-17.45137527,-21.03920298,-11.21496757,19.3240243,0,30.4483021,8.865270806,39.53908878,5.298862386,-28.27517706,-18.24064921,13.7066596,26.75504326,-65.75981373,-5.297913712,-19.58453346,16.20883711,-21.04432716,-39.87206359,-34.05457439,-11.98836512,-48.4043743,2.085547154,-28.80172155,-0.305533088,-22.61482513,-30.64873194,-13.71700451,-3.138240244,1.969985838,-27.04694572,-23.3950552,-2.016282334,-22.41353036,-32.29125776,-36.74445526,17.92058036,-25.92906309
"6",0,8.811154414,-5.660102576,5.368147525,30.4483021,0,0,2.665810205,0,-9.821462401,0,31.16733832,0,-34.84951104,0,0.042641011,18.74172102,0,0,0,-15.41671552,9.017850723,-4.787798221,3.401220194,15.03065321,-10.0253929,0,0,-22.47486626,0,-24.46010539,12.70876716,-41.81727556,0,0,0,-3.942899532,6.192389586
"7",0,-32.21629252,0.069081844,16.96621247,8.865270806,0,0,-16.76462773,0,10.04229909,0,5.862799039,0,-6.707725763,0,-8.968554546,11.39772789,0,0,0,8.645136094,-23.79049404,16.26602007,6.15338711,13.90151315,-4.661016511,0,0,10.75148733,0,-15.28187565,-0.33504268,6.779124473,0,0,0,33.64181551,12.81724236
"8",5.114279433,-15.68714113,-23.97165911,21.54838325,39.53908878,2.665810205,-16.76462773,0,0.922192098,-17.04907589,14.93048546,-53.72833547,5.129430967,-23.64692556,28.60504354,5.92676077,-34.48491869,-11.34910278,-29.40917134,16.6564667,27.6223492,-41.64119829,27.37080776,1.306260808,16.76116526,-8.118411527,1.065352601,27.25068961,-39.65916131,-4.675033726,21.34933153,11.44354811,-88.10193126,-0.046731686,-49.88629454,-15.54601539,3.778960024,20.4821506
"9",0,13.77188139,17.63887298,27.96995608,5.298862386,0,0,0.922192098,0,-13.90086508,0,29.72083762,0,-17.59747838,0,10.21164998,34.22696236,0,0,0,25.16323018,14.87002391,20.46738323,14.04569569,37.89883913,4.6885396,0,0,8.318396328,0,-17.40228488,8.944344075,-61.95623519,0,0,0,5.571742766,20.58548469
"10",-13.58239014,-9.285286251,-14.95849747,13.90304744,-28.27517706,-9.821462401,10.04229909,-17.04907589,-13.90086508,0,3.5448548,13.8918059,7.92132088,-19.07458503,-6.669875078,-0.617946794,15.18637222,-16.45559122,-8.314448418,-21.71968695,8.51257463,-7.188980825,3.056508804,-17.72158876,13.78134972,-21.16692096,-26.71087311,-18.18549828,-3.388674918,-4.199193697,-27.86677853,2.693654355,-44.06052265,3.959176363,-30.90163936,7.435394576,-43.2531627,-12.4741166
"11",0,0.832933291,8.457497453,19.2790194,-18.24064921,0,0,14.93048546,0,3.5448548,0,22.75731903,0,-5.531905167,0,-0.136807001,20.61489083,0,0,0,16.42969908,18.13515969,-4.896083679,-10.85528899,20.06848199,-9.603966308,0,0,10.77925225,0,-18.74222054,-6.11998313,-13.27729077,0,0,0,9.802360564,-0.508321351
"12",22.8306176,-1.402435654,6.080419516,52.1263634,13.7066596,31.16733832,5.862799039,-53.72833547,29.72083762,13.8918059,22.75731903,0,51.47375496,2.627795424,37.48917942,23.04674371,5.755798996,11.20210466,-8.751963613,16.42775752,51.87789229,29.39771681,26.61921541,28.68567442,71.43896439,18.77154766,11.79890537,32.55295347,32.23841884,52.34467525,-3.034091706,13.46648924,-53.82800028,52.94124794,40.44572347,31.46014941,28.46627239,15.13151289
"13",0,23.68977919,3.751568442,37.20808625,26.75504326,0,0,5.129430967,0,7.92132088,0,51.47375496,0,0.802980027,0,20.00842935,42.94795226,0,0,0,20.59921408,20.37835122,3.078189774,-13.80178169,9.388526548,-1.629917375,0,0,48.6253214,0,-11.74689916,9.435809213,-16.39943726,0,0,0,22.83573645,18.63434109
"14",-15.00928456,-17.08015794,-12.46712116,8.741861178,-65.75981373,-34.84951104,-6.707725763,-23.64692556,-17.59747838,-19.07458503,-5.531905167,2.627795424,0.802980027,0,-5.952587592,-2.288784,-0.09687073,-19.42750635,-26.00808283,-0.512859585,1.019916067,-8.129937165,-11.93602233,-23.11928787,2.686399816,-15.71910754,-8.50721665,-7.610083737,-12.01401292,-8.55058823,-17.09555794,-15.70454178,-39.65495694,2.712490394,-21.41855019,-13.43801841,-22.21608303,-28.73240892
"15",0,0.87534742,14.35605784,15.51547383,-5.297913712,0,0,28.60504354,0,-6.669875078,0,37.48917942,0,-5.952587592,0,-2.128577194,26.6270347,0,0,0,9.415812804,3.25377881,6.184583973,-3.102482566,13.08943326,1.412983111,0,0,16.12689865,0,-3.931701463,5.072180688,-9.668603198,0,0,0,7.449397042,26.83789888
"16",8.12048649,-5.002761062,7.160703519,30.20053617,-19.58453346,0.042641011,-8.968554546,5.92676077,10.21164998,-0.617946794,-0.136807001,23.04674371,20.00842935,-2.288784,-2.128577194,0,23.56161835,-10.09594877,-14.89736403,-1.760530566,24.37361736,-0.871131019,-0.415905426,-10.64945264,31.46964042,-11.57008372,7.747203191,12.91065684,15.45671153,13.88732472,-7.810085414,5.737979435,-29.40778253,11.38315177,19.50741773,3.848733653,-7.603948636,0.796494514
"17",14.67630666,7.759364905,-12.03149739,41.23943802,16.20883711,18.74172102,11.39772789,-34.48491869,34.22696236,15.18637222,20.61489083,5.755798996,42.94795226,-0.09687073,26.6270347,23.56161835,0,20.68556508,-21.39017514,34.78543948,48.86655801,27.13194054,14.42197176,9.099931249,51.10732549,5.96510105,7.343046464,26.77168479,53.38531317,36.74866746,-10.00809262,18.85290195,-40.74352858,42.33789748,-6.03486564,8.80080719,5.075091111,4.879150213
"18",0,-16.56767209,-17.07499512,15.92412352,-21.04432716,0,0,-11.34910278,0,-16.45559122,0,11.20210466,0,-19.42750635,0,-10.09594877,20.68556508,0,0,0,-7.107517098,-40.9699228,-7.351932586,-11.51327879,17.05109046,-21.81015091,0,0,-17.79385017,0,-18.50403421,-9.124291476,-71.78942558,0,0,0,-17.72204566,-37.64633317
"19",0,-12.04264842,-13.97769032,-6.989471757,-39.87206359,0,0,-29.40917134,0,-8.314448418,0,-8.751963613,0,-26.00808283,0,-14.89736403,-21.39017514,0,0,0,-15.84614561,-27.46660601,-12.76752259,-18.65314763,-19.54908972,-17.22399904,0,0,-14.25895131,0,-13.77416668,-15.34042034,-65.91974352,0,0,0,-21.45627912,-20.98974582
"20",0,14.95126128,13.62125404,23.37956611,-34.05457439,0,0,16.6564667,0,-21.71968695,0,16.42775752,0,-0.512859585,0,-1.760530566,34.78543948,0,0,0,26.59195338,-30.91898109,-2.164112557,-22.33755314,22.17221791,-7.965652086,0,0,27.95571973,0,-43.84659931,6.059045183,-52.0442687,0,0,0,-23.7886763,6.294589058
"21",11.56023639,8.650987594,3.422621288,36.75358024,-11.98836512,-15.41671552,8.645136094,27.6223492,25.16323018,8.51257463,16.42969908,51.87789229,20.59921408,1.019916067,9.415812804,24.37361736,48.86655801,-7.107517098,-15.84614561,26.59195338,0,22.58316074,22.46510209,21.8990748,34.53419147,5.238238127,-9.77087343,38.9842152,41.92638833,22.1170255,-9.844146023,14.44972614,5.046493383,31.52488246,9.428731705,14.58353514,-3.081888211,17.50846842
"22",-1.786734332,-17.20156062,-8.860479122,20.42706669,-48.4043743,9.017850723,-23.79049404,-41.64119829,14.87002391,-7.188980825,18.13515969,29.39771681,20.37835122,-8.129937165,3.25377881,-0.871131019,27.13194054,-40.9699228,-27.46660601,-30.91898109,22.58316074,0,13.74734567,-11.87635436,30.64852232,-12.08599226,0.448333176,-11.79778565,5.51115625,-4.790868621,-28.64290107,0.781417883,-102.1366254,15.64767859,-31.69281871,-29.20033682,-27.19938225,-6.623396182
"23",3.182154667,-18.81288319,11.72948608,13.61621493,2.085547154,-4.787798221,16.26602007,27.37080776,20.46738323,3.056508804,-4.896083679,26.61921541,3.078189774,-11.93602233,6.184583973,-0.415905426,14.42197176,-7.351932586,-12.76752259,-2.164112557,22.46510209,13.74734567,0,0.738814326,25.74404286,10.25340816,-6.541435796,3.413879821,13.93166843,27.02525838,-20.49732089,11.38948965,20.00840657,10.98011533,-2.066075273,-25.75959198,7.763418955,7.202368809
"24",0.827023538,-13.82285845,-7.277957235,15.76353317,-28.80172155,3.401220194,6.15338711,1.306260808,14.04569569,-17.72158876,-10.85528899,28.68567442,-13.80178169,-23.11928787,-3.102482566,-10.64945264,9.099931249,-11.51327879,-18.65314763,-22.33755314,21.8990748,-11.87635436,0.738814326,0,19.87239172,-10.25615397,-19.66520543,1.590245359,-18.51008646,0.169653351,-8.65892212,-2.535758746,-62.02604411,-1.065762698,-1.661185587,-4.288576182,-13.05323927,-8.31192453
"25",10.3250317,-1.645029592,9.925604696,63.90878282,-0.305533088,15.03065321,13.90151315,16.76116526,37.89883913,13.78134972,20.06848199,71.43896439,9.388526548,2.686399816,13.08943326,31.46964042,51.10732549,17.05109046,-19.54908972,22.17221791,34.53419147,30.64852232,25.74404286,19.87239172,0,9.80985048,4.377619389,44.63109054,27.98694994,27.65712714,-2.905225386,33.32250999,2.408610005,27.5378498,23.22303048,8.479723508,-2.916191015,10.71586044
"26",-7.16867818,-18.40894358,-3.429415478,12.9687051,-22.61482513,-10.0253929,-4.661016511,-8.118411527,4.6885396,-21.16692096,-9.603966308,18.77154766,-1.629917375,-15.71910754,1.412983111,-11.57008372,5.96510105,-21.81015091,-17.22399904,-7.965652086,5.238238127,-12.08599226,10.25340816,-10.25615397,9.80985048,0,-22.2414061,8.534851871,-1.74185497,9.532626137,-2.696004205,-1.882474017,-68.69003565,5.38027291,-2.903536471,-15.26867252,-16.57586756,-9.830431315
"27",0,-16.11918667,-6.539459225,-2.429190134,-30.64873194,0,0,1.065352601,0,-26.71087311,0,11.79890537,0,-8.50721665,0,7.747203191,7.343046464,0,0,0,-9.77087343,0.448333176,-6.541435796,-19.66520543,4.377619389,-22.2414061,0,0,3.832963902,0,-25.79401481,-4.373484872,-58.8760438,0,0,0,-12.43479926,-13.28791287
"28",0,8.832691683,15.91445562,24.23366264,-13.71700451,0,0,27.25068961,0,-18.18549828,0,32.55295347,0,-7.610083737,0,12.91065684,26.77168479,0,0,0,38.9842152,-11.79778565,3.413879821,1.590245359,44.63109054,8.534851871,0,0,26.29102956,0,-12.23574446,7.182844936,-18.57175164,0,0,0,-20.48547931,4.998223975
"29",-7.018474235,5.092827093,-5.428871101,54.7557835,-3.138240244,-22.47486626,10.75148733,-39.65916131,8.318396328,-3.388674918,10.77925225,32.23841884,48.6253214,-12.01401292,16.12689865,15.45671153,53.38531317,-17.79385017,-14.25895131,27.95571973,41.92638833,5.51115625,13.93166843,-18.51008646,27.98694994,-1.74185497,3.832963902,26.29102956,0,4.773317977,1.69142986,-5.620822449,-36.25157619,28.15680851,-19.26690345,6.871230456,3.864474198,3.765723734
"30",0,-12.24364896,16.55958879,23.48443944,1.969985838,0,0,-4.675033726,0,-4.199193697,0,52.34467525,0,-8.55058823,0,13.88732472,36.74866746,0,0,0,22.1170255,-4.790868621,27.02525838,0.169653351,27.65712714,9.532626137,0,0,4.773317977,0,-6.926959586,-14.27012356,-64.47985647,0,0,0,0.490498161,5.108788525
"31",-11.36179266,-4.469226553,-15.88240417,-9.530870525,-27.04694572,-24.46010539,-15.28187565,21.34933153,-17.40228488,-27.86677853,-18.74222054,-3.034091706,-11.74689916,-17.09555794,-3.931701463,-7.810085414,-10.00809262,-18.50403421,-13.77416668,-43.84659931,-9.844146023,-28.64290107,-20.49732089,-8.65892212,-2.905225386,-2.696004205,-25.79401481,-12.23574446,1.69142986,-6.926959586,0,-8.202305525,-34.87701752,-15.7705134,-4.222230431,-20.51243426,-34.19167302,-20.82098769
"32",6.169627433,-1.391696834,-6.11319733,15.497119,-23.3950552,12.70876716,-0.33504268,11.44354811,8.944344075,2.693654355,-6.11998313,13.46648924,9.435809213,-15.70454178,5.072180688,5.737979435,18.85290195,-9.124291476,-15.34042034,6.059045183,14.44972614,0.781417883,11.38948965,-2.535758746,33.32250999,-1.882474017,-4.373484872,7.182844936,-5.620822449,-14.27012356,-8.202305525,0,-20.71692107,-0.270612368,-11.21871505,-11.84772549,-10.47545237,5.950419137
"33",-51.98862044,-48.17928606,-58.15455341,7.930772516,-2.016282334,-41.81727556,6.779124473,-88.10193126,-61.95623519,-44.06052265,-13.27729077,-53.82800028,-16.39943726,-39.65495694,-9.668603198,-29.40778253,-40.74352858,-71.78942558,-65.91974352,-52.0442687,5.046493383,-102.1366254,20.00840657,-62.02604411,2.408610005,-68.69003565,-58.8760438,-18.57175164,-36.25157619,-64.47985647,-34.87701752,-20.71692107,0,-29.68251629,-109.6136828,-23.76690881,-9.474624791,-50.1731666
