"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,4.175936435,9.398684596,15.62814774,-10.97044616,0,0,6.467031009,0,4.807550051,0,22.16797341,0,7.231877045,0,17.75043545,3.209346176,0,0,0,23.48420717,8.71130722,7.413877185,12.58425366,9.398063655,12.21165834,0,0,3.682483183,0,3.407346061,14.82302426,8.622678301,0,0,0,5.375445157,7.6258678865
"2",4.175936435,0,2.281666204,23.55289621,-13.57683179,15.36700562,9.437501296,10.68596116,3.906307602,4.920734996,4.592447443,-1.240222965,3.655197641,0.486379962,0.281602806,1.748049758,1.078603935,-1.655001354,0.37121568,3.922216238,9.512952289,11.92637934,2.775185852,-15.21999459,-5.488461238,5.882610805,3.96990931,10.5408479,-1.954067487,8.341074981,4.600222402,9.763300005,7.781057058,-9.609036298,-3.833855194,4.240695984,9.691394457,7.757708796
"3",9.398684596,2.281666204,0,10.7706347045,-34.72870023,0.575772234,7.751563112,7.9501288215,7.496604585,-5.732339979,6.649281154,-1.170495177,8.589954541,5.964378846,13.891043998,12.2040391,2.763796743,-0.981455852,-16.89325415,4.661379723,8.221027053,4.337852387,-1.64740255,4.238275278,10.57012945,17.92221693,-2.40871313,9.944648865,7.10449994,3.046733243,-5.141198045,-3.847038928,19.97321989,3.237416641,3.478695145,6.877021362,7.894591126,35.95576605
"4",15.62814774,23.55289621,10.7706347045,0,-4.774126039,27.94712378,19.18706704,28.41777078,19.94011695,28.29835933,18.4527816,23.85059687,14.48890589,30.65561173,13.14467137,32.16481163,18.86518895,9.428956511,-6.803307176,22.04697921,44.51643171,27.6884207,17.26635175,-73.16320052,53.06067388,29.9324876,15.67219819,21.18543497,25.81041386,27.15245122,11.75130752,17.47480293,34.75499386,31.22917282,25.96821401,27.89717389,17.94938544,20.16059975
"5",-10.97044616,-13.57683179,-34.72870023,-4.774126039,0,-5.959322977,3.347338633,-11.53186418,5.324577103,-35.61378794,-25.16080556,-19.42850827,2.075161588,3.405439752,-11.13184541,-17.3979134,-1.153502179,-32.63817694,-28.06396323,-12.837021,-26.47411986,12.18242178,-15.15826099,-104.1310132,-17.34464319,17.12051613,-9.670686254,-11.19485934,0.2437549,-1.909821882,-19.26735704,-12.56003458,-7.357834341,-11.96534425,-8.99467314,-15.38314394,-17.25076955,-29.64125734
"6",0,15.36700562,0.575772234,27.94712378,-5.959322977,0,0,3.715008706,0,-5.205674417,0,1.102581253,0,14.78440366,0,-4.154962869,1.482963709,0,0,0,0.585604118,10.5332052,14.50197069,-1.211424724,13.64499259,9.282071386,0,0,10.13805476,0,-14.58716543,7.389638245,-0.999442062,0,0,0,-0.166464617,12.50404685
"7",0,9.437501296,7.751563112,19.18706704,3.347338633,0,0,4.076625188,0,8.138691775,0,-1.275546217,0,2.941487436,0,4.288306205,4.331698381,0,0,0,7.464477345,7.110022437,12.57401681,8.457147818,6.271613774,3.000223547,0,0,0.996719456,0,3.38671864,12.08028626,-4.644369821,0,0,0,14.1405514,3.624999885
"8",6.467031009,10.68596116,7.9501288215,28.41777078,-11.53186418,3.715008706,4.076625188,0,0.168070146,12.26407015,25.75716726,6.66585121,4.455336987,-3.683023071,15.92930664,6.146880702,1.775366371,4.725616272,1.523015673,4.866534312,15.49523123,-7.658378518,15.45992755,3.630189724,7.075541018,8.29460133,-8.133914307,10.12497264,-15.42389804,4.50953237,4.492293761,16.21788578,-8.112309327,-1.015883923,-12.05615322,-0.248261473,9.00416485,4.2743065485
"9",0,3.906307602,7.496604585,19.94011695,5.324577103,0,0,0.168070146,0,5.289925784,0,0.357450994,0,3.250218069,0,4.896733569,4.684352338,0,0,0,13.5903274,6.880872112,14.4457015,7.446743764,7.82817508,8.518332229,0,0,5.131408487,0,2.645819628,9.737709665,2.246954787,0,0,0,18.80751621,6.872556507
"10",4.807550051,4.920734996,-5.732339979,28.29835933,-35.61378794,-5.205674417,8.138691775,12.26407015,5.289925784,0,6.845988647,43.51603934,-4.794971246,10.09592416,2.112280163,6.019409492,42.47883536,3.178195093,2.568183003,0.883793342,7.134802323,-4.158385314,-15.08825334,-66.68723585,15.77911103,17.14163514,1.132556804,14.10027048,1.957598968,-4.093550667,-1.738111872,11.0271216,4.802539517,-3.542421579,0.730781232,17.44212271,-4.936564629,7.549527695
"11",0,4.592447443,6.649281154,18.4527816,-25.16080556,0,0,25.75716726,0,6.845988647,0,-31.56962008,0,9.192209989,0,-15.48895957,-1.678039826,0,0,0,6.328972464,32.3693342,-4.576772728,-15.07155436,16.91423428,-8.557031198,0,0,6.484322036,0,-14.18531713,-0.995445779,11.72823909,0,0,0,6.854629824,20.71238376
