"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,17.63703287,12.23369196,17.11961235,-9.895036466,0,0,57.03314711,0,2.706469326,0,29.20125585,0,-8.840446825,0,3.602583524,18.01185705,0,0,0,16.36791509,-5.692790831,-1.837636378,10.01743934,6.725643869,13.91661369,0,0,24.68660319,0,-18.31547421,7.236478142,4.253257415,0,0,0,3.617886825,10.10513174
"2",17.63703287,0,4.835675921,21.71305205,-1.306324328,-14.53498044,0.476839533,56.54903337,7.385644692,17.27720561,-2.334873983,-5.767442668,0.304870984,20.48955403,-7.512452601,-4.000461923,-0.012839196,6.424920359,-22.72410037,14.63672596,11.1190228,-2.418502648,10.02542477,14.67921214,14.23997678,22.95245209,-3.208436172,-13.10064571,8.869302734,33.01382776,-4.856993725,5.061506046,31.18018303,-21.5827409,-59.46650735,-15.27165062,18.94000129,1.978586679
"3",12.23369196,4.835675921,0,20.61275835,-16.93259274,43.82447818,8.24772306,52.799135,20.10924002,-1.997484637,33.9244589,16.12894413,63.31363492,-23.09594295,19.12741147,6.51649799,12.37178625,9.982771796,-22.90616039,57.36376008,12.44068997,10.28309876,60.0744133,6.793262485,25.80012437,16.55806242,21.20388388,-2.955382534,23.29676448,66.72317518,-17.3878998,1.032005091,19.60234753,40.6440856,-0.421791954,-13.21570338,11.40792115,42.41436244
"4",17.11961235,21.71305205,20.61275835,0,-5.125809948,7.060102468,9.703324838,89.80020459,17.8701602,12.36644077,7.105014553,41.44320365,-4.325790029,-7.142892435,-4.350884177,11.81449722,34.20075508,18.69248453,-35.28896071,20.84877698,31.98904394,7.570515156,18.88990476,15.18440495,84.29086577,41.78390227,11.90024936,-20.24951535,44.7254643,20.49194585,-9.586959088,16.6835807,18.8815331,11.51198881,11.4148801,-27.050723,7.779371752,12.13207323
"5",-9.895036466,-1.306324328,-16.93259274,-5.125809948,0,-19.53073488,-25.17853705,25.33053402,-11.83141434,-29.3334622,-16.04003836,-15.0662119,2.448571624,-36.85741473,-2.441333401,-25.81250573,-8.079898176,-1.181561816,-38.99090334,1.574675618,-19.64009397,-15.98264765,12.63205283,-16.12694769,2.038893786,3.851250859,-5.494604694,-27.85598715,-1.316412817,14.58647666,-27.50875818,-3.00214848,-18.88944112,-15.35002177,-20.31637417,-43.40354984,-15.57339315,-15.33051891
"6",0,-14.53498044,43.82447818,7.060102468,-19.53073488,0,0,76.83615454,0,-15.04866023,0,6.794371212,0,-4.117966198,0,-28.37266333,21.07898694,0,0,0,-16.21619077,-25.54590572,16.53853264,-16.51897059,1.099276543,-2.891704555,0,0,-4.533271388,0,-35.35980954,12.93932184,-21.7482679,0,0,0,-5.045484957,46.47558852
"7",0,0.476839533,8.24772306,9.703324838,-25.17853705,0,0,50.72841599,0,1.521775877,0,-6.420695627,0,-5.304145066,0,-34.66471219,3.575658134,0,0,0,5.415567499,-4.879753192,22.96308721,2.41501861,9.578863323,10.40276413,0,0,11.14707058,0,-10.72593316,10.33233948,-10.42570876,0,0,0,28.96811301,-0.683654859
"8",57.03314711,56.54903337,52.799135,89.80020459,25.33053402,76.83615454,50.72841599,0,47.95041131,59.9755103,60.12770056,100.767868,106.6307301,32.7740719,19.80958689,49.66372363,86.95133731,48.87975472,-19.10754378,88.87643212,66.16723317,68.33643074,77.7320836,55.8942825,75.92298423,79.50156003,49.51983657,40.32315254,77.82184811,94.66059386,25.28816435,33.77453847,45.87917399,58.23643741,49.17768855,20.78090001,46.33547623,74.00840623
"9",0,7.385644692,20.10924002,17.8701602,-11.83141434,0,0,47.95041131,0,-1.125938119,0,10.92854791,0,10.80963388,0,-6.186451352,14.34066291,0,0,0,18.43686501,14.70336222,34.69193893,14.78744514,25.31086397,29.66324371,0,0,13.74851308,0,1.872470636,22.06639156,-30.08644355,0,0,0,41.20402814,9.729762946
"10",2.706469326,17.27720561,-1.997484637,12.36644077,-29.3334622,-15.04866023,1.521775877,59.9755103,-1.125938119,0,-14.5249197,14.14311449,-2.327807888,-25.42782364,-27.94726899,-5.157480798,28.57924551,5.659640499,-17.7021981,-3.228126249,4.071377625,12.57200125,10.92437668,8.229607845,16.96123872,13.72393311,-4.736769456,-20.65752258,11.83910323,-6.253831823,-17.70993046,12.69982929,6.09980711,-13.89918101,-18.55567037,-17.91964113,-15.54610515,-2.897928607
"11",0,-2.334873983,33.9244589,7.105014553,-16.04003836,0,0,60.12770056,0,-14.5249197,0,-11.40605507,0,-4.884860863,0,-33.65088895,-3.901454091,0,0,0,0.615871908,-7.536110647,-24.26301921,-17.2476586,2.732063405,-8.405893052,0,0,-11.38678255,0,-39.00145769,-9.54640494,-8.251245405,0,0,0,-6.519952637,52.03572177
"12",29.20125585,-5.767442668,16.12894413,41.44320365,-15.0662119,6.794371212,-6.420695627,100.767868,10.92854791,14.14311449,-11.40605507,0,40.7657359,-34.65717496,-5.132866996,-13.1207389,-9.026533378,-14.02587326,-35.74415604,11.92695645,44.75582631,-13.36920164,20.99783021,13.57806912,37.04348424,40.79164805,3.050722697,1.86440983,23.44550288,28.00473745,-18.11266802,24.00778324,-26.01622561,-3.760329454,16.38351745,-18.85665187,9.631950884,20.53443477
"13",0,0.304870984,63.31363492,-4.325790029,2.448571624,0,0,106.6307301,0,-2.327807888,0,40.7657359,0,39.02833297,0,-28.47273053,26.48596016,0,0,0,8.691975008,3.082538987,19.47008453,-23.76105159,8.309509508,9.88458968,0,0,28.55487554,0,-18.43455983,-1.583835017,0.813372235,0,0,0,10.79242532,78.91706663
"14",-8.840446825,20.48955403,-23.09594295,-7.142892435,-36.85741473,-4.117966198,-5.304145066,32.7740719,10.80963388,-25.42782364,-4.884860863,-34.65717496,39.02833297,0,-20.37851552,-22.3225805,20.64534532,-10.03022529,-39.03795705,24.23885708,-26.30605614,-1.932082574,57.85094584,-0.181449984,12.64516764,6.08143095,3.793379205,-45.90629918,1.924394912,68.46338668,-32.68314045,8.531161645,-9.428126028,18.44792539,-32.52502949,-39.94594297,-13.22817219,-19.67567254
"15",0,-7.512452601,19.12741147,-4.350884177,-2.441333401,0,0,19.80958689,0,-27.94726899,0,-5.132866996,0,-20.37851552,0,-17.40464261,-12.13567741,0,0,0,-7.253884244,-5.596974549,-7.74952554,5.166804849,-2.955224722,-8.883229752,0,0,3.068072852,0,-31.32684825,-8.499852621,-12.45257676,0,0,0,-6.942813591,30.60042872
"16",3.602583524,-4.000461923,6.51649799,11.81449722,-25.81250573,-28.37266333,-34.66471219,49.66372363,-6.186451352,-5.157480798,-33.65088895,-13.1207389,-28.47273053,-22.3225805,-17.40464261,0,-10.81988231,-6.848212054,-22.37179859,-46.5230227,-3.797381078,-23.61631259,8.570327298,-9.869982382,39.05316644,3.0333824,-19.17660064,-18.05888148,-17.28322256,3.883816289,-21.13673403,0.48353726,-9.799372161,2.995299732,15.43689924,-34.1304177,1.14270799,-20.13894756
"17",18.01185705,-0.012839196,12.37178625,34.20075508,-8.079898176,21.07898694,3.575658134,86.95133731,14.34066291,28.57924551,-3.901454091,-9.026533378,26.48596016,20.64534532,-12.13567741,-10.81988231,0,11.18769822,-36.03218374,16.1347739,29.12387547,12.45421126,24.49446047,18.13732321,36.35032031,45.88696303,14.85391599,9.087839393,45.11289385,46.08616398,-6.432999951,27.94854565,22.73412044,-13.40507251,-5.891713626,-11.94835355,25.64218525,20.77762241
"18",0,6.424920359,9.982771796,18.69248453,-1.181561816,0,0,48.87975472,0,5.659640499,0,-14.02587326,0,-10.03022529,0,-6.848212054,11.18769822,0,0,0,-4.980723189,-26.28728008,16.72644303,-9.998166854,11.33229507,17.55441479,0,0,16.0442462,0,-5.966610796,0.621207676,-10.2103003,0,0,0,15.62526356,1.789712225
"19",0,-22.72410037,-22.90616039,-35.28896071,-38.99090334,0,0,-19.10754378,0,-17.7021981,0,-35.74415604,0,-39.03795705,0,-22.37179859,-36.03218374,0,0,0,-37.91312295,-39.48900259,-20.28744516,-36.02656343,-44.12945079,-23.98263167,0,0,-27.62275041,0,-26.5596588,-16.35123107,-22.98300094,0,0,0,-29.68880739,-23.72115882
"20",0,14.63672596,57.36376008,20.84877698,1.574675618,0,0,88.87643212,0,-3.228126249,0,11.92695645,0,24.23885708,0,-46.5230227,16.1347739,0,0,0,10.49395432,-1.132447207,-12.08437919,-7.291640268,14.17086359,15.52129697,0,0,27.98546884,0,-46.67780584,-0.254464833,-0.209103441,0,0,0,-2.436315453,77.66129408
"21",16.36791509,11.1190228,12.44068997,31.98904394,-19.64009397,-16.21619077,5.415567499,66.16723317,18.43686501,4.071377625,0.615871908,44.75582631,8.691975008,-26.30605614,-7.253884244,-3.797381078,29.12387547,-4.980723189,-37.91312295,10.49395432,0,12.9933872,11.19326634,1.67278816,22.41834712,33.86543274,-24.9069041,0.964768484,34.11987924,7.071331509,-12.53227498,12.99268224,-14.38326211,-1.81823831,-9.713491058,-16.12845222,13.20074038,10.79821586
"22",-5.692790831,-2.418502648,10.28309876,7.570515156,-15.98264765,-25.54590572,-4.879753192,68.33643074,14.70336222,12.57200125,-7.536110647,-13.36920164,3.082538987,-1.932082574,-5.596974549,-23.61631259,12.45421126,-26.28728008,-39.48900259,-1.132447207,12.9933872,0,37.26311752,-13.59166101,7.383516168,22.60792159,-0.096947308,-4.230089164,29.13589991,12.59822332,-23.70782935,6.958286841,-39.92452914,12.02007679,-29.93947615,-34.51792151,36.56315737,-0.00872283
"23",-1.837636378,10.02542477,60.0744133,18.88990476,12.63205283,16.53853264,22.96308721,77.7320836,34.69193893,10.92437668,-24.26301921,20.99783021,19.47008453,57.85094584,-7.74952554,8.570327298,24.49446047,16.72644303,-20.28744516,-12.08437919,11.19326634,37.26311752,0,32.85388999,47.26739906,35.22367905,9.038514497,-42.19140032,39.79809095,12.40523666,-4.351257453,13.57399845,18.50804091,-21.4269635,-16.87304014,-42.85939409,28.0318632,61.02779635
"24",10.01743934,14.67921214,6.793262485,15.18440495,-16.12694769,-16.51897059,2.41501861,55.8942825,14.78744514,8.229607845,-17.2476586,13.57806912,-23.76105159,-0.181449984,5.166804849,-9.869982382,18.13732321,-9.998166854,-36.02656343,-7.291640268,1.67278816,-13.59166101,32.85388999,0,11.03488958,15.89283469,8.205213286,25.77999338,7.993184731,3.341572514,-16.1880788,1.457900583,-10.29602018,-12.16072848,9.124773258,-41.74974743,9.875318611,16.45865032
"25",6.725643869,14.23997678,25.80012437,84.29086577,2.038893786,1.099276543,9.578863323,75.92298423,25.31086397,16.96123872,2.732063405,37.04348424,8.309509508,12.64516764,-2.955224722,39.05316644,36.35032031,11.33229507,-44.12945079,14.17086359,22.41834712,7.383516168,47.26739906,11.03488958,0,52.83598927,15.13441789,6.32766229,33.22692621,28.68063887,11.99411978,27.82408105,19.15412051,9.861542673,1.244624592,-24.88815835,13.74293501,37.93570102
"26",13.91661369,22.95245209,16.55806242,41.78390227,3.851250859,-2.891704555,10.40276413,79.50156003,29.66324371,13.72393311,-8.405893052,40.79164805,9.88458968,6.08143095,-8.883229752,3.0333824,45.88696303,17.55441479,-23.98263167,15.52129697,33.86543274,22.60792159,35.22367905,15.89283469,52.83598927,0,4.171519717,18.81339122,51.62670242,20.25167815,6.479706256,12.01720125,0.139006289,-0.815076575,36.0404414,-16.80002371,30.10754368,16.70971392
"27",0,-3.208436172,21.20388388,11.90024936,-5.494604694,0,0,49.51983657,0,-4.736769456,0,3.050722697,0,3.793379205,0,-19.17660064,14.85391599,0,0,0,-24.9069041,-0.096947308,9.038514497,8.205213286,15.13441789,4.171519717,0,0,1.432655708,0,-29.09520828,-4.338031573,-25.59162775,0,0,0,18.79490821,16.99184154
"28",0,-13.10064571,-2.955382534,-20.24951535,-27.85598715,0,0,40.32315254,0,-20.65752258,0,1.86440983,0,-45.90629918,0,-18.05888148,9.087839393,0,0,0,0.964768484,-4.230089164,-42.19140032,25.77999338,6.32766229,18.81339122,0,0,2.22094227,0,-32.44400798,-6.365308548,-19.63977451,0,0,0,-1.286416976,-11.0493121
"29",24.68660319,8.869302734,23.29676448,44.7254643,-1.316412817,-4.533271388,11.14707058,77.82184811,13.74851308,11.83910323,-11.38678255,23.44550288,28.55487554,1.924394912,3.068072852,-17.28322256,45.11289385,16.0442462,-27.62275041,27.98546884,34.11987924,29.13589991,39.79809095,7.993184731,33.22692621,51.62670242,1.432655708,2.22094227,0,31.58342868,3.666522602,16.12014432,18.30311997,10.4657129,-0.172139285,-11.25666824,25.62973708,29.65632185
"30",0,33.01382776,66.72317518,20.49194585,14.58647666,0,0,94.66059386,0,-6.253831823,0,28.00473745,0,68.46338668,0,3.883816289,46.08616398,0,0,0,7.071331509,12.59822332,12.40523666,3.341572514,28.68063887,20.25167815,0,0,31.58342868,0,-12.0527256,6.467182214,4.753121759,0,0,0,23.27656903,71.55410751
"31",-18.31547421,-4.856993725,-17.3878998,-9.586959088,-27.50875818,-35.35980954,-10.72593316,25.28816435,1.872470636,-17.70993046,-39.00145769,-18.11266802,-18.43455983,-32.68314045,-31.32684825,-21.13673403,-6.432999951,-5.966610796,-26.5596588,-46.67780584,-12.53227498,-23.70782935,-4.351257453,-16.1880788,11.99411978,6.479706256,-29.09520828,-32.44400798,3.666522602,-12.0527256,0,-11.87287581,-11.49236987,-30.49900045,-8.643397599,-44.2537743,-13.10440865,-26.12102771
"32",7.236478142,5.061506046,1.032005091,16.6835807,-3.00214848,12.93932184,10.33233948,33.77453847,22.06639156,12.69982929,-9.54640494,24.00778324,-1.583835017,8.531161645,-8.499852621,0.48353726,27.94854565,0.621207676,-16.35123107,-0.254464833,12.99268224,6.958286841,13.57399845,1.457900583,27.82408105,12.01720125,-4.338031573,-6.365308548,16.12014432,6.467182214,-11.87287581,0,6.128914031,-33.06806292,-0.843336033,-9.623908863,7.425720245,4.993102966
"33",4.253257415,31.18018303,19.60234753,18.8815331,-18.88944112,-21.7482679,-10.42570876,45.87917399,-30.08644355,6.09980711,-8.251245405,-26.01622561,0.813372235,-9.428126028,-12.45257676,-9.799372161,22.73412044,-10.2103003,-22.98300094,-0.209103441,-14.38326211,-39.92452914,18.50804091,-10.29602018,19.15412051,0.139006289,-25.59162775,-19.63977451,18.30311997,4.753121759,-11.49236987,6.128914031,0,6.941709052,-67.02603111,-14.72755446,25.42563982,3.655183361
"34",0,-21.5827409,40.6440856,11.51198881,-15.35002177,0,0,58.23643741,0,-13.89918101,0,-3.760329454,0,18.44792539,0,2.995299732,-13.40507251,0,0,0,-1.81823831,12.02007679,-21.4269635,-12.16072848,9.861542673,-0.815076575,0,0,10.4657129,0,-30.49900045,-33.06806292,6.941709052,0,0,0,-1.053790801,64.52654229
"35",0,-59.46650735,-0.421791954,11.4148801,-20.31637417,0,0,49.17768855,0,-18.55567037,0,16.38351745,0,-32.52502949,0,15.43689924,-5.891713626,0,0,0,-9.713491058,-29.93947615,-16.87304014,9.124773258,1.244624592,36.0404414,0,0,-0.172139285,0,-8.643397599,-0.843336033,-67.02603111,0,0,0,-17.1502665,-24.77081511
"36",0,-15.27165062,-13.21570338,-27.050723,-43.40354984,0,0,20.78090001,0,-17.91964113,0,-18.85665187,0,-39.94594297,0,-34.1304177,-11.94835355,0,0,0,-16.12845222,-34.51792151,-42.85939409,-41.74974743,-24.88815835,-16.80002371,0,0,-11.25666824,0,-44.2537743,-9.623908863,-14.72755446,0,0,0,-16.24345857,-27.34867801
"37",3.617886825,18.94000129,11.40792115,7.779371752,-15.57339315,-5.045484957,28.96811301,46.33547623,41.20402814,-15.54610515,-6.519952637,9.631950884,10.79242532,-13.22817219,-6.942813591,1.14270799,25.64218525,15.62526356,-29.68880739,-2.436315453,13.20074038,36.56315737,28.0318632,9.875318611,13.74293501,30.10754368,18.79490821,-1.286416976,25.62973708,23.27656903,-13.10440865,7.425720245,25.42563982,-1.053790801,-17.1502665,-16.24345857,0,-3.103242429
"38",10.10513174,1.978586679,42.41436244,12.13207323,-15.33051891,46.47558852,-0.683654859,74.00840623,9.729762946,-2.897928607,52.03572177,20.53443477,78.91706663,-19.67567254,30.60042872,-20.13894756,20.77762241,1.789712225,-23.72115882,77.66129408,10.79821586,-0.00872283,61.02779635,16.45865032,37.93570102,16.70971392,16.99184154,-11.0493121,29.65632185,71.55410751,-26.12102771,4.993102966,3.655183361,64.52654229,-24.77081511,-27.34867801,-3.103242429,0
