"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,6.577263832,6.222113978,18.86503859,-2.819780355,0,0,7.67336012,0,3.041715286,0,22.19123604,0,-7.747059794,0,12.54763533,19.00587521,0,0,0,21.70836662,5.516442739,8.415877709,13.88178503,28.39504805,3.110208171,0,0,18.94371759,0,3.500369213,11.79111113,15.83675241,0,0,0,7.831289571,-11.15156386
"2",6.577263832,0,-6.018377355,29.63789318,1.069418293,-10.63142524,-8.40497407,5.089953444,-0.588233511,7.397744959,6.210149579,2.286691238,9.008896259,-31.47062211,-5.615300518,3.13742332,3.214666176,-1.563089166,0.670785682,1.763383611,21.57162423,-11.50841711,1.290697406,0.466804648,15.17470461,2.974494771,-10.62392281,2.90235653,-25.45258733,5.969583627,-1.140165318,6.766140083,20.01145863,-15.70654273,-34.80765571,-17.41623304,4.797048926,-31.4103635
"3",6.222113978,-6.018377355,0,19.40856085,-4.125461557,4.548749913,6.162722824,11.91778193,4.107343562,-10.32750257,2.845589958,14.53973512,7.938364753,-6.929352287,17.72266343,10.60614094,6.294932524,-0.612265719,-14.0928179,3.890405976,4.772723195,9.390435779,-11.27183824,13.18091661,15.07176147,7.661469143,-2.035202077,9.808633625,9.715784454,19.72055337,-4.65638725,-1.223488319,10.19698128,9.158133908,6.389895914,0.856788872,5.874678404,-8.887047629
"4",18.86503859,29.63789318,19.40856085,0,11.7669781,22.74065263,28.89750417,26.25431568,30.25505778,13.8909785,22.69019628,41.01457813,0.66932251,0.933858443,20.42401423,36.08804377,37.37437029,26.55465136,-14.62380502,37.1188012,64.82364584,18.34742265,22.85358731,25.3379816,96.81602635,22.52545354,17.15263393,4.574148127,55.33950076,28.1810776,8.113152178,23.73447956,41.39320229,29.34843835,23.73690441,19.47163445,28.61878724,-18.52757591
"5",-2.819780355,1.069418293,-4.125461557,11.7669781,0,-10.43453137,-16.03806129,-1.535347509,-3.868089838,-21.87318412,-9.826011176,6.978416025,-1.089764618,-28.52349051,10.62337831,-4.304110328,7.250771319,-5.038072777,-15.77268206,-4.449221956,3.347883539,-13.40250237,2.886581607,-4.485783245,4.800447388,-2.10042069,-6.065850335,-13.65266855,-6.140557463,3.623277885,-9.004723472,4.94310245,3.562816511,-1.877482978,-0.98490179,-13.60803223,-0.08400315,-30.67570713
"6",0,-10.63142524,4.548749913,22.74065263,-10.43453137,0,0,4.761845817,0,-10.01199663,0,7.926580937,0,-25.36372552,0,-0.68206213,9.031735894,0,0,0,10.97946783,11.50709016,4.267698231,-5.961142495,10.11680658,-9.706868946,0,0,-1.411150826,0,-16.03990738,7.127200563,7.056450806,0,0,0,8.248025274,-8.228608413
"7",0,-8.40497407,6.162722824,28.89750417,-16.03806129,0,0,5.58274764,0,-7.624091135,0,10.36593833,0,7.823650632,0,-3.77102016,-2.097413551,0,0,0,0.133360293,-8.148210888,6.580627437,0.416976333,1.198181378,0.81351645,0,0,5.90066138,0,1.132008842,6.852236357,7.003231081,0,0,0,3.009245132,-7.709930473
"8",7.67336012,5.089953444,11.91778193,26.25431568,-1.535347509,4.761845817,5.58274764,0,1.736685121,6.064519703,1.920114723,49.46793269,16.11191816,-23.44695444,7.15665332,14.55159892,27.11143845,0.898629216,-21.36207504,4.332005406,-0.197695234,7.86921759,4.440658687,20.45288598,-2.761816345,14.52742788,-2.883528444,13.65735472,-6.917942488,16.92828148,3.677097608,-6.857013872,0.243017834,4.479672654,5.637584834,8.255971591,1.498697823,-24.06333589
"9",0,-0.588233511,4.107343562,30.25505778,-3.868089838,0,0,1.736685121,0,-5.632762032,0,6.111769204,0,-2.284564688,0,7.396228406,1.135369205,0,0,0,9.987934481,-7.420302627,-3.249016509,-1.761246831,13.40058381,0.169671999,0,0,2.33659868,0,2.171612814,5.976396188,3.001945685,0,0,0,2.021972128,-10.03344429
"10",3.041715286,7.397744959,-10.32750257,13.8909785,-21.87318412,-10.01199663,-7.624091135,6.064519703,-5.632762032,0,-8.461939539,10.00009536,2.882826337,-23.57095562,-3.305731946,8.115848259,12.64891193,-4.869107715,-11.94312092,14.96989714,13.93126775,-1.463781939,-2.3584204,-1.79419193,13.91996981,1.017243428,-8.986474297,-5.306912559,6.426842169,-3.802060161,-7.241925258,6.058191555,20.07218912,-1.940911025,-4.776107911,4.208097513,-37.85972936,-35.88570118
