"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,-14.52310863,2.577855416,5.514510748,-1.3618595,0,0,15.87733689,0,-19.57332293,0,17.29938762,0,-10.01418099,0,-4.457131373,6.956325429,0,0,0,5.172331698,-9.588295701,-12.72451513,-3.194708892,12.41659205,1.084994386,0,0,0.946096128,0,-8.60896251,-4.901836837,-44.6178968,0,0,0,-3.532158377,-20.52658286
"2",-14.52310863,0,-10.75733812,23.28959911,-11.22651581,-8.487630561,-15.42055822,18.16777546,-17.57839698,-5.38924194,-5.478968633,1.088154556,0.181025447,6.088914754,-2.332058966,1.647275154,-8.342002168,-24.12093675,8.080889694,3.799933037,0.938110174,-9.544528115,-60.44111464,-5.537768543,-16.01122021,-5.188426047,-9.0448007,-20.96178892,-0.47413384,7.044315501,5.935988799,0.334334767,-12.75101612,-13.77537319,-30.4198704,-22.60500538,2.918783877,-85.53233701
"3",2.577855416,-10.75733812,0,23.61253202,5.28134494,5.336096366,4.417125122,37.53767894,-3.044351341,-5.084259188,10.890698,26.33971849,18.5510652,-5.092495849,24.60905058,7.27619542,33.69723988,0.977670586,-13.10600229,13.41971651,20.6844303,-4.140664186,17.78388579,8.76961003,23.9856736,2.532930731,-2.946618974,8.697501881,11.578416,18.0587245,-1.303139641,-9.964231481,7.573076389,7.666735502,-2.702329404,-11.16208807,7.172290587,28.51830428
"4",5.514510748,23.28959911,23.61253202,0,27.78943825,27.21217509,24.16298095,82.68758365,14.05059391,9.729602576,21.57672056,48.23512601,-3.584024187,15.5753498,21.07815577,28.3545048,63.10413345,14.20955944,10.8716199,31.9514343,42.21856907,17.32662277,11.03332263,28.49512573,101.5509715,20.90173201,15.95126513,0.874989283,37.44030911,13.97508266,-0.789725002,18.05369828,21.38063848,25.18286399,25.06499142,23.54663021,24.76549285,-166.377562
"5",-1.3618595,-11.22651581,5.28134494,27.78943825,0,7.737982048,5.005909637,26.88470633,-2.015924693,-33.78299517,8.15241746,29.48258491,-14.57106296,-33.36509163,17.21895188,-2.17274842,17.02366383,-4.479404653,-1.299961385,16.88079012,15.30750309,-7.606378534,-154.4375722,-0.608326088,19.05367101,4.710934094,5.982386257,-12.11169183,22.14852846,-5.738343875,-4.021398572,-1.834328921,-15.05217958,5.6874714,-9.30170878,-24.5002518,17.38090956,-194.361426
"6",0,-8.487630561,5.336096366,27.21217509,7.737982048,0,0,16.77232534,0,-15.4178226,0,12.9715191,0,-20.87283103,0,-2.40733831,6.26681533,0,0,0,-2.426845304,-20.47369661,-18.40104179,-15.75843953,22.18211015,6.090205165,0,0,-21.7294747,0,-12.04613895,-12.85046281,-27.05329304,0,0,0,-0.824075768,-9.382041201
"7",0,-15.42055822,4.417125122,24.16298095,5.005909637,0,0,9.98112215,0,-11.81288946,0,-1.434718608,0,-3.718968384,0,3.329044265,4.33024041,0,0,0,1.716254813,-10.23827028,-17.67207508,-0.863652702,-2.190133483,3.55169475,0,0,-0.182049361,0,-0.966645188,-1.079094363,-37.77038905,0,0,0,3.513088084,-21.49748875
"8",15.87733689,18.16777546,37.53767894,82.68758365,26.88470633,16.77232534,9.98112215,0,8.449442721,14.25939175,42.52311403,55.38902039,40.76213756,31.32391017,32.83142452,22.68476439,83.53453831,11.41692448,1.395049995,55.92671664,72.99388724,31.28263401,19.00862685,18.50086523,51.55723616,31.77808016,11.15437759,26.46290586,71.57091661,36.39944491,15.64219662,23.08920175,-3.781051013,22.827985,20.63883444,20.89142917,30.50129889,29.75058346
"9",0,-17.57839698,-3.044351341,14.05059391,-2.015924693,0,0,8.449442721,0,-0.614499572,0,15.56931326,0,-8.372438633,0,10.13607107,14.40738265,0,0,0,-2.99765819,1.927121057,-7.892238683,15.19631973,14.84903912,5.747720095,0,0,-10.19803447,0,0.377026601,-1.857958757,-23.68500711,0,0,0,2.546548673,-11.58083781
"10",-19.57332293,-5.38924194,-5.084259188,9.729602576,-33.78299517,-15.4178226,-11.81288946,14.25939175,-0.614499572,0,-10.20374454,18.12131524,-15.55200919,-13.89481261,-3.429304154,-3.599934965,10.86682752,-6.679906176,-5.521070602,2.09047568,-0.448306534,-6.54210455,-18.83432402,9.009483116,19.26484083,-12.4398598,-21.08617999,-18.15651295,-15.58755929,-24.85242824,-10.32327934,-13.36383855,-85.3988769,-15.89758946,-19.21834825,-12.76025598,-22.22398006,-19.11557712
"11",0,-5.478968633,10.890698,21.57672056,8.15241746,0,0,42.52311403,0,-10.20374454,0,31.14249805,0,6.271989253,0,-17.84420182,35.1944599,0,0,0,23.6053657,3.238484978,-21.08137786,-7.514199736,10.75959788,-12.61470596,0,0,13.15602222,0,-17.63687925,-3.256295775,-13.32181269,0,0,0,3.106179341,6.301913617
"12",17.29938762,1.088154556,26.33971849,48.23512601,29.48258491,12.9715191,-1.434718608,55.38902039,15.56931326,18.12131524,31.14249805,0,57.51358379,4.350312444,30.39899769,23.82706711,2.413811525,13.8755382,7.480763457,10.92742199,89.3189494,27.91041342,25.48342696,25.84136336,34.68853378,28.8064134,-5.11531975,11.59348624,31.64566875,44.01183222,6.273767885,12.82314889,15.17934771,41.81525129,54.25688552,37.38803088,37.62920783,18.80623158
"13",0,0.181025447,18.5510652,-3.584024187,-14.57106296,0,0,40.76213756,0,-15.55200919,0,57.51358379,0,17.12797168,0,3.740682514,43.76187067,0,0,0,41.49633741,-10.91519142,10.6277545,13.24837557,33.80011003,28.34318756,0,0,14.01239834,0,10.08182525,-1.429826895,-18.67907384,0,0,0,21.63323076,0.422153377
"14",-10.01418099,6.088914754,-5.092495849,15.5753498,-33.36509163,-20.87283103,-3.718968384,31.32391017,-8.372438633,-13.89481261,6.271989253,4.350312444,17.12797168,0,19.37013612,18.81281805,21.71429178,-13.00865844,-0.012863251,9.588292896,12.27909825,-6.27196819,-159.2956556,8.314072514,7.535443253,-7.703849118,-5.951312795,-17.96433357,24.72695826,6.252908349,-5.25362457,-5.613156432,-26.19824485,13.63947044,-30.91373154,-17.55487522,-9.904677004,-184.7983901
