"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,12.19479741,70.15816882,17.06378033,-15.03075018,0,0,3.765899685,0,-0.233190592,0,16.44435109,0,-6.752981256,0,13.71992559,3.884721288,0,0,0,20.75862339,-0.418224139,0.788089203,6.58216986,25.23796782,-10.5857644,0,0,19.80827975,0,1.856204401,9.505525884,17.2143035,0,0,0,-0.548894112,-7.730167746
"2",12.19479741,0,60.31694066,32.06766556,-11.61664795,-9.751659594,-6.52771367,8.848409403,12.67902547,8.269606674,-0.050017795,7.84378585,3.996823378,-14.3043912,-15.86124308,6.38829819,7.098499123,9.167755781,-0.179443158,-1.429040467,17.95557497,12.43550664,10.0340853,8.033188993,23.35240873,-1.466402241,-14.05042379,-14.80091613,-11.94077929,-1.59956143,2.573811969,10.60670564,29.53483447,-18.45347178,-34.08171709,26.13308441,8.959518254,-30.36395736
"3",70.15816882,60.31694066,0,78.4206107,42.07240376,70.15141306,67.63674093,36.84844558,70.39001761,40.73011269,51.69708044,71.36218648,85.22858499,82.13340905,39.49221852,56.65296547,83.04565373,72.23243261,23.29803103,64.51748147,94.88728323,93.77139048,66.35613169,65.6475366,97.70362184,67.96326531,58.5643853,65.75636834,98.87860425,58.97709162,17.39850471,48.64333719,105.5375668,19.40139826,84.84541796,72.69809685,84.40288906,29.42135148
"4",17.06378033,32.06766556,78.4206107,0,-11.45222996,9.9960826,32.06369794,20.01893147,32.44484706,5.487690582,13.91029133,40.58463507,2.88157983,9.610278753,8.770173467,35.20268826,37.69566449,36.43787853,-9.940996808,10.34704785,56.73857763,36.22927981,12.66717382,19.06881675,80.78180204,17.01156437,17.09303613,-29.08701081,75.36403282,14.58603069,8.497572493,24.42569447,39.38293256,4.422258101,2.042066555,14.27570275,26.17354289,-17.58187181
"5",-15.03075018,-11.61664795,42.07240376,-11.45222996,0,-36.03757421,-17.38594039,-17.29039914,-7.77274861,-38.93730384,-20.42727748,-20.09891095,-24.14340442,-55.58412712,-10.41332294,-16.20441172,-27.73822609,-14.89923887,-20.26423069,-30.44536163,-30.21339624,-7.816323005,1.801024886,-20.50429329,-15.07240688,-27.67612246,-20.78255547,-46.67991242,-13.92079772,-23.34921213,-9.939358624,-11.48708888,-10.40717536,-8.535184662,-27.01475042,-4.839122816,-24.13899884,-26.30370985
"6",0,-9.751659594,70.15141306,9.9960826,-36.03757421,0,0,5.109107822,0,-6.597758039,0,5.947409876,0,5.711402258,0,13.53011157,-4.716091803,0,0,0,5.623035271,-7.488320174,6.977682487,4.634217289,3.884368181,-22.91203294,0,0,3.882033467,0,-9.218621727,3.990104371,5.891952299,0,0,0,13.431023,-3.949621243
"7",0,-6.52771367,67.63674093,32.06369794,-17.38594039,0,0,-1.568277509,0,-8.435198709,0,19.95551646,0,-8.10376924,0,4.848942196,24.09494867,0,0,0,-8.701963258,-21.02239478,2.585006309,-11.10468402,-9.673768534,-6.49721408,0,0,13.50821852,0,4.90231631,5.32021844,-6.443272985,0,0,0,-4.604383128,-7.84170195
"8",3.765899685,8.848409403,36.84844558,20.01893147,-17.29039914,5.109107822,-1.568277509,0,0.206259618,-1.957601948,14.88725261,43.18599864,12.82037513,-11.91698228,0.992954972,14.30203209,23.07383826,2.188673151,-10.87087561,2.95092362,17.50426427,-2.31110135,10.35994576,17.68200533,3.335533229,13.50706805,6.187792224,2.836864985,-2.606365219,16.91174489,7.375722865,1.843305409,-3.07061203,2.937126101,-12.62215299,12.27978269,-4.293770897,-9.536377617
"9",0,12.67902547,70.39001761,32.44484706,-7.77274861,0,0,0.206259618,0,-5.05097297,0,17.13706344,0,-1.767023225,0,12.97795226,8.633223183,0,0,0,8.39526466,-4.110502561,-0.616766269,-2.333770767,2.704620778,-2.700394735,0,0,6.056290873,0,6.145757005,5.438229228,-5.060239711,0,0,0,2.558751271,-13.8622125
"10",-0.233190592,8.269606674,40.73011269,5.487690582,-38.93730384,-6.597758039,-8.435198709,-1.957601948,-5.05097297,0,-9.711199279,8.545025303,-3.154545196,-22.41107601,-12.05983601,3.990449393,2.418733605,-0.64389925,-8.106426403,-3.645336576,4.054130672,-5.290366233,-9.257661335,-2.725069786,2.773421801,-16.6789468,-8.18199221,-20.1615726,4.446300116,-1.57811705,-2.930214793,4.374582335,0.718666868,-12.18227942,-34.84477511,-7.510373378,-22.43819372,-29.16981331
