"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,-5.139971221,23.98617954,4.432506351,-35.27304184,0,0,17.87983173,0,-14.34742589,0,-7.951635169,0,-12.98670671,0,-11.24456132,-6.77752803,0,0,0,41.06914178,16.09691266,-3.746010144,-13.04134069,8.763442761,9.750670004,0,0,-1.127802619,0,-16.67220342,5.092136253,-35.66063407,0,0,0,-3.518537503,57.10355598
"2",-5.139971221,0,0.596694765,48.3199691,28.91084263,-1.505182868,8.935876993,7.18367823,-0.872017414,8.436597287,9.125581064,5.101697029,88.90313873,16.7029633,-0.216703976,29.58297829,11.52020438,1.586443191,-2.404475577,2.255283114,44.58182702,6.059109226,-44.05137957,15.63341893,21.27725009,20.83110519,0.405050553,-6.067417576,25.3425468,41.82261363,-2.172723037,13.55496947,24.44841261,3.218307642,-38.11192775,-34.17870763,20.09472977,9.641087937
"3",23.98617954,0.596694765,0,20.745827645,-20.03555451,4.213649268,0.821727911,20.488474255,12.86234737,-21.76145014,1.32851568,23.63531282,37.36484746,1.555619891,1.4217243555,11.997730274,29.90778381,-3.354603131,25.15113744,0.913232557,23.94126471,4.062648508,-0.744029904,-7.53552606,21.90470536,9.781466593,2.86587068,4.377995159,21.00331807,-4.103601947,-6.22326259,2.363365032,14.22264144,3.237970166,-7.448189591,-13.69612259,4.557643282,21.04345891
"4",4.432506351,48.3199691,20.745827645,0,-2.713845115,26.17423208,25.73426903,42.77143229,45.77364067,6.064544122,4.143606502,53.23611483,85.75614627,25.67518873,-4.51437519,35.09678896,38.04606235,36.42485052,-17.50490635,-4.848533103,80.54547349,-0.185509761,-2.520259996,14.61290092,75.9558035,47.31021095,12.99602346,-15.28519987,67.43370517,11.92487122,-0.136427034,15.89529796,37.92546499,7.409308379,-7.613486858,-37.17291918,42.93750716,37.37857369
"5",-35.27304184,28.91084263,-20.03555451,-2.713845115,0,-43.53796854,-36.65413992,-2.12586358,-13.44802296,-23.1522558,-15.85211812,-18.43407369,54.31000908,-20.85491468,-0.582252417,-23.95335295,-12.43898045,-8.027102483,-20.95464613,-8.380545673,5.851288756,23.0692687,-21.75172342,-22.20998765,0.085578314,1.840119622,-35.32046491,-22.40206064,-9.187364815,-36.21089519,-32.20388168,-10.75026614,-18.34832366,-3.896399576,-32.10671184,-42.79262801,-16.1556018,-15.75781949
"6",0,-1.505182868,4.213649268,26.17423208,-43.53796854,0,0,27.89095269,0,-24.82670415,0,5.17060589,0,11.84783604,0,-6.064886487,-2.549850481,0,0,0,46.60076664,-4.721598332,-0.910421226,-20.16584465,23.40397281,4.494039978,0,0,4.0709906,0,-47.16109214,6.485873601,-36.36116069,0,0,0,15.09436246,35.154463
"7",0,8.935876993,0.821727911,25.73426903,-36.65413992,0,0,2.147720817,0,-17.60390771,0,-4.087085419,0,-6.541062748,0,1.205595279,12.77636465,0,0,0,23.47213243,18.28962988,6.330050421,11.70407524,15.45762723,30.66667933,0,0,31.65245495,0,5.643537962,6.407194329,-51.85738786,0,0,0,32.89813653,-2.213013335
"8",17.87983173,7.18367823,20.488474255,42.77143229,-2.12586358,27.89095269,2.147720817,0,52.08151088,11.57145828,13.72943055,35.76292632,58.84842185,-24.22489573,-0.611366393,23.00248869,32.00802324,-0.673257562,-9.673984038,7.668932417,22.2114998,8.233619931,5.404739067,4.948184087,27.53716438,17.06204111,3.656444234,15.97673298,34.11806853,20.1197885,5.145601291,10.03191895,-29.54940801,11.10789014,-6.819538466,-14.9173314,17.31135175,34.996293255
"9",0,-0.872017414,12.86234737,45.77364067,-13.44802296,0,0,52.08151088,0,1.734154033,0,42.95743104,0,-8.423246122,0,31.48016929,50.78208204,0,0,0,64.46033017,18.74493603,13.18093773,24.52854832,47.68029342,27.95797453,0,0,59.63789655,0,24.47714374,14.28566063,-54.6542334,0,0,0,21.11872937,38.3181441
"10",-14.34742589,8.436597287,-21.76145014,6.064544122,-23.1522558,-24.82670415,-17.60390771,11.57145828,1.734154033,0,-6.949363513,-5.815744842,56.19980681,1.001575852,-2.98149416,12.45084386,16.4087912,-13.18277329,-4.052257285,-8.918828187,19.17342288,-3.800005738,-6.287873725,-11.4823232,7.38383993,-4.039396949,-21.10970822,-15.79317009,4.794332634,-15.42359033,-8.924120183,-1.859558828,-16.69389736,-1.566734769,-32.2301558,-27.19305306,-19.56075806,-23.0551863
"11",0,9.125581064,1.32851568,4.143606502,-15.85211812,0,0,13.72943055,0,-6.949363513,0,7.892790477,0,-12.66027519,0,-8.454691062,15.34282083,0,0,0,23.55710399,0.513280321,2.439881367,-0.779824948,8.078701323,6.361477814,0,0,9.282860907,0,-11.89438771,-2.451066553,-0.88117833,0,0,0,-6.281497285,10.43048062
"12",-7.951635169,5.101697029,23.63531282,53.23611483,-18.43407369,5.17060589,-4.087085419,35.76292632,42.95743104,-5.815744842,7.892790477,0,92.93746278,2.718354751,-2.073521793,42.23979945,2.85495807,-11.10387958,-23.4980577,-56.60590491,32.500049865,12.51049827,4.79032205,-3.600364512,62.65781411,22.33232939,-19.3377721,10.10315663,46.93900496,20.80699628,2.48056505,10.99519948,-36.26072775,13.85971809,23.24715405,-23.50326318,24.30742627,40.45472172
"13",0,88.90313873,37.36484746,85.75614627,54.31000908,0,0,58.84842185,0,56.19980681,0,92.93746278,0,71.48082401,0,60.15290274,143.2917905,0,0,0,159.9074884,118.3452354,80.47079268,70.49294954,118.6852801,99.79199539,0,0,122.0788947,0,40.76840903,30.61709086,83.00585057,0,0,0,83.62883659,65.09984723
"14",-12.98670671,16.7029633,1.555619891,25.67518873,-20.85491468,11.84783604,-6.541062748,-24.22489573,-8.423246122,1.001575852,-12.66027519,2.718354751,71.48082401,0,-1.585450672,22.80614552,35.02468846,-13.89930511,-16.71346999,-10.70986914,28.82144726,-17.62116237,-11.24477168,-15.45702269,4.943089412,-1.859794213,-6.419299337,-23.56422588,16.53968085,10.41369152,-4.477458483,7.205898688,-11.61551746,-2.912022437,-30.65969489,-30.3852445,4.558863112,24.8543465
