"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,1.498650452,10.05752609,2.477429029,-16.13012533,0,0,17.69019535,0,3.407184558,0,15.1231625,0,-5.25702499,0,10.11350733,5.344512472,0,0,0,0.208379555,9.051749065,-4.081486949,3.512982746,15.70508042,1.148975491,0,0,2.81473837,0,0.126680077,14.41382075,3.425607133,0,0,0,-1.689816761,-10.6623384905
"2",1.498650452,0,-4.590645148,12.51769006,-2.230632319,-6.650363949,-7.765952714,4.852935588,-17.42255208,5.549440857,12.82547444,-12.43349741,-14.56628388,0.337882732,-0.564153728,-6.633143708,-7.943806987,-11.1880301,4.635311674,-0.324666037,-5.721984829,-3.244305382,-6.552240007,10.48745118,-1.280599389,-11.81453934,-16.82213133,6.091516071,-7.096916271,4.098810775,7.062098273,6.387708565,9.360721204,-15.16316218,-12.72149447,14.9163075,7.893266935,-17.17202362
"3",10.05752609,-4.590645148,0,13.5670262985,-18.64255603,4.739674511,0.626872533,26.52038427,1.667182796,-6.191822846,1.450485037,2.561182362,3.769656332,1.26242486,9.8068055675,9.3276516395,11.91598268,3.220276357,-2.632905328,4.683527821,12.01910507,5.303827872,-5.588515554,0.976580601,30.71813145,-2.661808407,-7.967974787,4.077571292,13.90283072,6.172514877,-3.386825906,4.423090073,-0.106121306,-6.469664092,21.07733507,4.439335619,3.819535178,42.848758155
"4",2.477429029,12.51769006,13.5670262985,0,13.04491194,18.7488882,13.6449687,23.31449703,0.954725679,16.34945631,7.394350799,13.49243273,-9.272964164,22.05057677,13.81026455,25.42887091,10.90628453,11.53374965,-12.19126927,32.7913542,25.17890994,16.82442271,7.67915361,14.95081332,84.57574208,20.53159817,3.060050709,4.260442018,34.51209776,8.900969066,6.09957222,16.40493038,32.65065026,16.31012519,54.79783766,28.56098292,25.66320195,43.08752858
"5",-16.13012533,-2.230632319,-18.64255603,13.04491194,0,-15.74418934,5.915691331,4.351803643,-0.766384146,-29.55305764,-29.20215971,-22.64897131,-38.16106574,4.4190087,-6.321576469,-8.119466013,21.17143461,2.022879161,-29.02433517,-23.35216473,-2.450428918,15.76989242,-19.95916294,-9.932575169,17.41608912,7.001281428,-18.17370489,-30.35084289,-15.93212605,-27.17578999,-23.74510742,-1.246230639,-20.09520393,-21.45833034,16.9704289,-28.59156521,4.183231201,-33.73188195
"6",0,-6.650363949,4.739674511,18.7488882,-15.74418934,0,0,3.073288943,0,-11.29425912,0,-5.581038758,0,8.049750138,0,-2.806642966,-2.071941291,0,0,0,-2.104279801,-3.839132643,-11.78191068,10.54137097,19.68104945,-8.643369968,0,0,-3.513719197,0,-19.10266007,11.81716231,-9.036404376,0,0,0,-3.361711386,0.072377417
"7",0,-7.765952714,0.626872533,13.6449687,5.915691331,0,0,-5.659802415,0,2.624494925,0,-4.66448783,0,-12.92243489,0,-0.24475622,-5.342947201,0,0,0,-0.63112687,-2.333077561,-6.950321057,4.600595621,9.675328614,-13.09375107,0,0,-2.941958467,0,7.078377765,4.832694335,6.568167737,0,0,0,10.01716375,3.581054303
"8",17.69019535,4.852935588,26.52038427,23.31449703,4.351803643,3.073288943,-5.659802415,0,-27.43501134,8.090835586,7.003981225,12.7782884,-17.70072655,-5.742383223,22.16153127,26.79081533,-1.374290019,-8.047696111,14.4090108,10.58034287,19.81878053,-5.148565983,-4.520860306,-0.958708067,35.70094507,-8.823827558,-24.89503753,29.61136337,45.11024632,11.76388701,14.07460185,24.69207415,-0.095831292,-15.04850207,11.18416254,19.54889237,20.54787611,12.2412080495
"9",0,-17.42255208,1.667182796,0.954725679,-0.766384146,0,0,-27.43501134,0,0.891650867,0,-19.21052691,0,-10.66512029,0,-10.77576852,-22.31396343,0,0,0,-18.4724161,-23.33116342,-21.32348237,-8.356080369,-18.12398859,-19.72496457,0,0,-8.663284236,0,5.951390891,4.200423137,-19.42313437,0,0,0,-3.740107406,-4.554502625
"10",3.407184558,5.549440857,-6.191822846,16.34945631,-29.55305764,-11.29425912,2.624494925,8.090835586,0.891650867,0,-3.910275836,2.009946854,-9.823003589,0.415878969,-2.109757496,6.051633992,23.41159458,-7.5952409,-5.715895919,7.470644567,14.67025401,6.21343158,-18.76921564,-0.775314238,13.53852572,0.595301257,0.260994478,7.31028441,-3.445684658,-16.47125333,2.92498896,11.09337577,3.151101225,-6.985294531,11.8012607,11.45586701,-23.69202945,-10.96302107
